Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,Releven formula,RELEVEN location type,Date,Dating authority,Outside source,Notes
Theophylaktos,105,232949,Constantinople,https://pleiades.stoa.org/places/520998,,Synod of 1094,139.27-28,Constantinople: returned from Nikomedeia to Constantinople,Theophylaktos 105: Constantinople: Specifies presence,Specifies presence,J 1094,Synod of 1094,,
Michael,11,434858,"Constantinople: Hagia Sophia, Catechumen area",,,Synodal edict (1054),156.1,"Constantinople: Hagia Sophia, Catechumen area: held a synod on the right side of the Catechumen area",Michael 11: Constantinople: Hagia Sophia: Specifies presence,Specifies presence,J 1054,Synodal edict (1054),,
Frederick,101,434900,"Constantinople: Hagia Sophia, altar",,,Synodal edict (1054),157.22-23,"Constantinople: Hagia Sophia, altar: placed a bull of excommunication on the altar",Frederick 101: Constantinople: Hagia Sophia: Specifies presence,Specifies presence,J 1054,Synodal edict (1054),,
Petros,148,434907,"Constantinople: Hagia Sophia, altar",,,Synodal edict (1054),157.22-23,"Constantinople: Hagia Sophia, altar: placed a bull of excommunication on the altar",Petros 148: Constantinople: Hagia Sophia:  Specifies presence,Specifies presence,J 1054,Synodal edict (1054),,
Humbert,101,434908,"Constantinople: Hagia Sophia, altar",,,Synodal edict (1054),157.22-23,"Constantinople: Hagia Sophia, altar: placed a bull of excommunication on the altar",Humbert 101: Constantinople: Hagia Sophia: Specifies presence,Specifies presence,J 1054,Synodal edict (1054),,
Leon,206,434756,Kotradia,,,Synodal edict (1054),168.16,Kotradia: was archbishop of Kotradia,Leon 206: Kotradia:  Specifies presence (dignity),Dignity,J 1054,Synodal edict (1054),,
Anonymus ,932,444625,Tiberioupolis,https://pleiades.stoa.org/places/491742,,Synodal protocol (1089),l. 17,Tiberioupolis: was metropolitan of Tiberioupolis,Anonymus  932: Tiberioupolis:  Specifies presence (dignity),Dignity,J 1089,Synodal protocol (1089),,
Alexios,1,233036,Constantinople,https://pleiades.stoa.org/places/520998,,"Theophylaktos of Ohrid, Letters",579120,Constantinople: left on a military campaign and abandoned the comfort of Constantinople,Alexios 1: Constantinople: Specifies presence,Specifies presence,,,,
Theophylaktos,105,232952,Constantinople,https://pleiades.stoa.org/places/520998,,"Theophylaktos of Ohrid, Letters",141.58-59,Constantinople: was a native of Constantinople,Theophylaktos 105: Constantinople: Specifies presence near,Specifies presence near,,,,
Theophylaktos,105,232955,Constantinople,https://pleiades.stoa.org/places/520998,,"Theophylaktos of Ohrid, Letters",147.3,Constantinople: reached Ohrid but already missed Constantinople,Theophylaktos 105: Constantinople: Does not specify presence,Does not specify presence,,,,
Anonymus,215,232956,Constantinople,https://pleiades.stoa.org/places/520998,,"Theophylaktos of Ohrid, Letters",147.3,Constantinople: resided at Constantinople,Anonymus 215: Constantinople: Specifies presence,Specifies presence,,,,
Anonymus,226,232972,Constantinople,https://pleiades.stoa.org/places/520998,,"Theophylaktos of Ohrid, Letters",193.23,Constantinople: distinguished himself while at Constantinople,Anonymus 226: Constantinople: Specifies presence,Specifies presence,,,,
Anonymus,227,232973,Constantinople,https://pleiades.stoa.org/places/520998,,"Theophylaktos of Ohrid, Letters",193.23,Constantinople: distinguished himself while at Constantinople,Anonymus 227: Constantinople:  Specifies presence,Specifies presence,,,,
Anonymus,227,232968,Belegrada,https://pleiades.stoa.org/places/207443,https://www.geonames.org/792680,"Theophylaktos of Ohrid, Letters",193.24,Belegrada: was bishop of Belegrada,Anonymus 227: Belegrada: Specifies presence (dignity),Dignity,,,,
Nikolaos,13,233011,Constantinople,https://pleiades.stoa.org/places/520998,,"Theophylaktos of Ohrid, Letters",437.32,Constantinople: was patriarch of Constantinople,Nikolaos 13: Constantinople: Specifies presence (dignity),Dignity,,,,
Gregorios,106,233016,Constantinople,https://pleiades.stoa.org/places/520998,,"Theophylaktos of Ohrid, Letters",473.5,Constantinople: left the Pontos and returned to Constantinople,Gregorios 106: Constantinople: Specifies presence,Specifies presence,,,,
Georgios,25002,437707,Ephesos: basilica of Hagios Ioannes,,,"Tornikes, Georgios",153.15-154.10,Ephesos: basilica of Hagios Ioannes: lamented the ruinous state of the basilica of Hagios Ioannes,Georgios 25002: Ephesos: basilica of Hagios Ioannes: Specifies presence,Specifies presence,,,,
Georgios,25002,437708,Ephesos: tomb of Hagios Ioannes,,,"Tornikes, Georgios",154.18-20,Ephesos: tomb of Hagios Ioannes: was partially consoled by the (non-existence of the) tomb of Hagios Ioannes,Georgios 25002: tomb of Hagios Ioannes: Specifies presence,Specifies presence,,,,
Georgios,25002,437727,Ephesos: basilica of Hagios Ioannes,,,"Tornikes, Georgios",158.2-11,Ephesos: basilica of Hagios Ioannes: lamented the state of the basilica of Hagios Ioannes,Georgios 25002: Ephesos: basilica of Hagios Ioannes: Specifies presence,Specifies presence,,,,
Georgios,25002,437733,Ephesos: basilica of Hagios Ioannes,,,"Tornikes, Georgios",160.5-10,Ephesos: basilica of Hagios Ioannes: complained of falling masonry in the basilica of Hagios Ioannes,Georgios 25002: Ephesos: basilica of Hagios Ioannes: Specifies presence,Specifies presence,,,,
Anonymus,1035,449303,Constantinople,https://pleiades.stoa.org/places/520998,,"Tzetzes, Historiai",V 622,Constantinople: He was born in Constantinople,Anonymus 1035: Constantinople: Does not specify presence,Does not specify presence,,,,
Anonymus,1035,449304,Constantinople: Hagia Euphrosyne (convent),,,"Tzetzes, Historiai",V 624,Constantinople: Hagia Euphrosyne (convent): he was buried in the convent of Hagia Euphrosyne,"Anonymus 1035: Constantinople, Hagia Euphrosyne (convent):  Specifies presence",Specifies presence,,,,
Leon,211,438232,Klokotinitza,,,"Tzetzes, Letters","34, tit",Klokotinitza: was bishop of Klokotinitza,Leon 211: Klokotinitza: Specifies presence (dignity),Dignity,,,,
Anonymus,786,440599,Constantinople: Mosele monastery,,,"Tzetzes, Letters",76.13,Constantinople: Mosele monastery: drove <Anonymus 784> out of the Mosele monastery,Anonymus 786: Constantinople: Mosele monastery: Specifies presence,Specifies presence,,,,
Ilghazi,4001,441568,Balat,,,Usama,41,"al-Balat: massacred <Roger 4002> and his entire army at al-Balat, a narrow gorge between two mountains north of al-Atharib",Ilghazi 4001:  al-Balat: Specifies presence,Specifies presence,"J 1119, 14th August ",Usama,,
Roger,4002,442179,Balat,,,Usama,41,Balat: was killed by <Ilghazi 4001> at al-Balat,Roger 4002: al-Balat: Specifies presence,Specifies presence,"J 1119, 14th August ",Usama,,
Sultan ,101,442205,Tall Milh (hill near Shayzar),,,Usama,57,"Tall Milh (hill near Shayzar): to thwart a Frankish ambush, sent two horsemen to Tall Milh",Sultan  101: Tall Milh (hill near Shayzar):  Specifies presence near,Specifies presence near,,,,
Tancred,61,442247,Zalin (village near Shayzar),,,Usama,70,Zalin (village near Shayzar): camped near Zalin,Tancred 61: Zalin (village near Shayzar):  Specifies presence,Specifies presence,,,,
Joscelin,4001,441094,Raqqa,,,Usama,90,al-Raqqa: raided al-Raqqa,Joscelin 4001: al-Raqqa:  Specifies presence,Specifies presence,,,,
Joscelin,4001,441583,Qal'at Ja'bar,,,Usama,90,Qal´at al-Ja´bar: had raided Qal´at al-Ja´bar,Joscelin 4001: Qal´at al-Ja´bar: Specifies presence,Specifies presence,,,,
Tughtigin,4001,442265,Shayzar: Castle of the Bridge (Hisn al-Jisr),,,Usama,90,Antioch: had attacked the Castle of the Bridge,Tughtigin 4001: Antioch: specifies presence ,Specifies presence,J 1115,Usama,,
Mahmud,105,441109,Aleppo,https://pleiades.stoa.org/places/658409,,Usama,93,Aleppo: was lord of Aleppo,Mahmud 105: Aleppo: Specifies presence (dignity),Dignity,,,,
Sultan ,101,442209,Asfouna,,,Usama,95,Asfouna: fought against <Khalaf 101> at Asfouna,Sultan  101: Asfouna:  Does not specify presence,Does not specify presence,,,,
Sultan ,101,442211,Munaytira,,,Usama,132,Munaytira: sent <Thabit 101> to al-Munaytira,Sultan  101: Munaytira:  Specifies presence,Specifies presence,,,,
Roupen,101,441697,Antartus,https://pleiades.stoa.org/places/668190,,Usama,202,Antartus: was lord of Antartus,Roupen 101: Specifies presence (dignity),Dignity,,,,
Roupen,101,441698,Durub (the Passes),,,Usama,202,Durub (the Passes): was lord of Durub (the Passes),Roupen 101: Specifies presence (dignity),Dignity,,,,
Roupen,101,442185,Massisa,,,Usama,202,Massisa: was lord of Massisa,Roupen 101: Specifies presence (dignity),Dignity,,,,
Toros,101,442255,Antartus,https://pleiades.stoa.org/places/668190,,Usama,202,Antartus: was lord of Antartus,Toros 101: Specifies presence (dignity),Dignity,,,,
Toros,101,442257,Massisa,,,Usama,202,Massisa: was lord of Massissa,Toros 101:  Specifies presence (dignity),Dignity,,,,
Toros,101,442258,Durub (the Passes),,,Usama,202,Durub (the Passes): Durub,Toros 101:  Specifies presence (dignity),Dignity,,,,
Anonymus,834,441376,Toledo,,,Usama,208,Toledo: was originally from Toledo,Anonymus 834: Toledo:  Does not specify presence,Does not specify presence,,,,
Iakobos,114,376418,Constantinople,https://pleiades.stoa.org/places/520998,,Vatopedi,101.31,Constantinople: failed to appear before the hegoumenoi and protos of Athos since at the time he was in Constantinople,Iakobos 114: Constantinople: Specifies presence ,Specifies presence,,,,
Roger,4002,441762,Antioch: St Mary the Virgin (church),https://pleiades.stoa.org/places/658381,,Walter the Chancellor,1.2,Antioch: prayed in the church of St Mary the Virgin,Roger 4002: Antioch: Specifies presence,Specifies presence,J 1115,Walter the Chancellor,,
Roger,4002,441763,Antioch: St Peter and St Paul (church),https://pleiades.stoa.org/places/658381,,Walter the Chancellor,1.2,Antioch: prayed in the church of St Peter and St Paul,Roger 4002: Antioch: Specifies presence,Specifies presence,J 1115,Walter the Chancellor,,
Bursuq,4001,441789,Salamyah,,,Walter the Chancellor,1.2,Salamyah: he was predicted to be marching to Shayzar via Salamyah,Bursuq 4001: Salamyah: Does not specify presence,Does not specify presence,,,,
Baldwin,51,441819,Gistrum,,,Walter the Chancellor,1.4,Gistrum: led a Frankish assault on Gistrum (unknown),Baldwin 51: Gistrum: Specifies presence,Specifies presence,J 1115,Walter the Chancellor,,
Roger,4002,441833,Rugia,,,Walter the Chancellor,1.4,Rugia: called his army to gather at Rugia,Roger 4002: Rugia: Specifies presence,Specifies presence,J 1115,Walter the Chancellor,,
Bernard,4001,441834,Rugia,,,Walter the Chancellor,1.4,Rugia: was asked by <Roger 4001> to bless the mustering of his army at Rugia,Bernard 4001: Rugia: Specifies presence,Specifies presence,J 1115,Walter the Chancellor,,
Roger,4002,441843,Sarmin,,,Walter the Chancellor,1.5,Sarmin: was told by <Thierry 20101> that <Bursuq 4001> was camping at Sarmin (valley),Roger 4002: Sarmin: Does not specify presence,Does not specify presence,,,,
Ilghazi,4001,442027,Imm,,,Walter the Chancellor,2.10,"Imm: concentrated his attack on al-Atharib, not ´Imm",Ilghazi 4001: Imm: Does not specify presence,Does not specify presence,,,,
Baldwin,52,442034,Rugia,,,Walter the Chancellor,2.11,Rugia: marched to the second battle of Tall Danith via Rugia,Baldwin 52: Rugia: Specifies presence,Specifies presence,J 1119,Walter the Chancellor,,
Arnulf,101,442098,Aleppo,https://pleiades.stoa.org/places/658409,,Walter the Chancellor,2.15,Aleppo: was martyred as a captive at Aleppo,Arnulf 101: Aleppo: Specifies presence,Specifies presence,J 1119,Walter the Chancellor,,
Sanson,101,442092,Aleppo,https://pleiades.stoa.org/places/658409,,Walter the Chancellor,2.16,Aleppo: was martyred in captivity at Aleppo,Sanson 101: Aleppo: Specifies presence,Specifies presence,J 1119,Walter the Chancellor,,
Anonymus,856,442133,Aleppo,https://pleiades.stoa.org/places/658409,,Walter the Chancellor,2.16,Aleppo:  was martyred and his body miraculously transported in captivity at Aleppo,Anonymus 856: Aleppo: Specifies presence,Specifies presence,J 1119,Walter the Chancellor,,
Ilghazi,4001,442144,Mardin,,,Walter the Chancellor,2.16,Mardin: returned to his home castle of Mardin,Ilghazi 4001: Mardin: Specifies presence,Specifies presence,J 1119,Walter the Chancellor,,
